 3.92699082E-01   1.35460492E+00
 7.85398163E-01   1.43409386E+00
 1.17809725E+00   9.63996470E-01
 1.57079633E+00   1.66446757E-16
 1.96349541E+00  -9.63996470E-01
 2.35619449E+00  -1.43409386E+00
 2.74889357E+00  -1.35460492E+00
 3.14159265E+00  -1.00000000E+00
 3.53429174E+00  -6.30112424E-01
 3.92699082E+00  -3.48652215E-01
 4.31968990E+00  -1.51916126E-01
 4.71238898E+00  -6.75783570E-17
 5.10508806E+00   1.51916126E-01
 5.49778714E+00   3.48652215E-01
 5.89048623E+00   6.30112424E-01
 6.28318531E+00   1.00000000E+00
